TransactionID,Company,TransactionDate,TransactionTime,Site,AssetType,AssetID,AssetName,FuelType,Quantity,Unit,PricePerUnit_LKR,TotalCost_LKR,Supplier,ReceiptNo,PaymentMethod,DriverOperator,OdometerKM,GeneratorHours,WeatherCondition,OperationalContext,Notes
FT-202607-01346,LankaTech Solutions (Pvt) Ltd,Jul 03 2026,20:46:18,Colombo Head Office,Vehicle,CP CAE 9911,Mitsubishi Canter, Diesel,-22.43,litres,330.68,7417.15,Company Fuel Depot,RCP-948215,corporate credit,Sahan Wijesinghe,145912.0,,Flooding,Maintenance work,Emergency fuel top-up.
FT-202607-00925,LankaTech Solutions (Pvt) Ltd,17-Jul-2026,11:59:39,Kandy Branch,Vehicle,SP CAB 7788,Toyota Hilux,DiesEl,83.05,Ltrs,297.42,24700.73,Ceypetco,RCP-912832,company fuel card,Chamath Jayasinghe,26692.0,,Rain,Increased deliveries,additional trip resulted in higher consumption.
FT-202607-01057,LankaTech Solutions (Pvt) Ltd,2026-07-03,06:45:26,Colombo Head Office,Vehicle,WP QK 6723,Honda Fit,PetRol,36.9,ltr,317.6,11719.44,,RCP-661534,company fuel card,Tharindu Silva,77988.0,,Normal,Emergency operations,Consumption slightly higher due to normal.
FT-202607-01017,LankaTech Solutions (Pvt) Ltd,2026-07-24,08:22:22,Kandy Branch,Generator,GEN-KDY-01,Diesel Generator,Diesel,51.68,litres,290.64,15020.28,Ceypetco,RCP-133984,Cash,Ruwan Bandara,,8.2,Heavy Rain,Routine operations, regular diesel refill for diesel generator. 
FT-202607-00418,LankaTech Solutions (Pvt) Ltd,21 July 2026,13:17:07,Colombo Head Office,Vehicle,WP CBA 1198,Toyota Corolla,petrol,46.91,l,322.84,15144.42,Lanka IOC,,Fuel Account,,178197.0,,Wet Roads,Maintenance work,Generator fuel top-up during maintenance work.
FT-202607-00877,LankaTech Solutions (Pvt) Ltd,01-Jul-2026,11:09:43,Colombo Head Office,Vehicle,WP KX 2345,Isuzu D-Max,DIESEL,77.02,Ltrs,332.09,25577.57,Lanka IOC,RCP-107216,Fuel Account,Sahan Wijesinghe,96216.0,,Rain,Emergency operations, Fuel issued for emergency operations. 
FT-202607-01458,LankaTech Solutions (Pvt) Ltd,2026/07/24,19:08:15,Kurunegala Warehouse,Vehicle,WP RAB 3842,Isuzu Elf,diesel ,76.39,L ,323.55,24715.98,Company Fuel Depot,RCP-230771,cash,Kasun Fernando,156361.0,,Wet Roads,Inter-branch transfer,Fuel receipt entered manually by admin.
FT-202607-01045,LankaTech Solutions (Pvt) Ltd,2026-07-03,14:27:48,Kurunegala warehouse,Vehicle,CP BDT 5521,Toyota TownAce,DIESEL,69.04,ltr,295.25,20384.06,Company Fuel Depot,RCP-295176,CASH,Sahan Wijesinghe,168289.0,,Heavy Rain,Client site visits,urgent refill
FT-202607-00083,LankaTech Solutions (Pvt) Ltd,07 Jul 2026,09:11:29,Kurunegala Warehouse,Generator,GEN-KUR-01,Diesel Generator,diesel,70.34,L,311.96,21943.27,Local Fuel Station,RCP-746146,Fuel Account,Ruwan Bandara,,11.0,Rain,Increased deliveries,Consumption slightly higher due to rain.
FT-202607-00892,LankaTech Solutions (Pvt) Ltd,21-07-2026,20:39:15,Galle Branch,Vehicle,CP BDT 5521,Toyota TownAce,diesel ,29.37,liters,313.33,9202.5,Lanka IOC,RCP-287923,company fuel card,Tharindu Silva,109475.0,,Normal,Client site visits,Fuel issued as per request.
FT-202607-00882,LankaTech Solutions (Pvt) Ltd,01/07/2026,07:14:52,Colombo Head Office,Vehicle,WP CAA 7812,Toyota Prius,PetRol,50.14,liters,310.9,15588.53,Local Fuel Station,RCP-379032,corporate credit,Tharindu Silva,165521.0,,Very Hot,Inter-branch transfer,Vehicle refuelled before scheduled client visit.
FT-202607-00466,LankaTech Solutions (Pvt) Ltd,2026/07/15,08:46:06,Kandy Branch,Vehicle,CP CAE 9911,Mitsubishi Canter,DIESEL,101.69,Ltrs,293.81,29877.54,,RCP-269158,FUEL CARD,Kasun Fernando,102884.0,,Flooding,Routine operations,Fuel purchased for operational requirement.
FT-202607-00876,LANKATECH SOLUTIONS (PVT) LTD,14-Jul-2026,12:21:58,Kandy Branch,Vehicle,SP CAB 7788,Toyota Hilux,diesel ,77.01,litres,288.81,22241.26, Company Fuel Depot,RCP-243596,company fuel card,Ruwan Bandara,140898.0,,Flooding,Client site visits, Generator fuel top-up during client site visits. 
FT-202607-00123,LankaTech Solutions (Pvt) Ltd,2026/07/06,19:44:37,Kandy Branch,Generator,GEN-KDY-01,Diesel Generator,diesel ,48.97,liters,313.19,15336.91,Local Fuel Station,RCP-834313,cash,Dinesh Kumara,,7.0,Wet Roads,Emergency operations,Fuel receipt entered manually by admin.
FT-202607-00980,LankaTech Solutions (Pvt) Ltd,06-Jul-2026,10:15:36,Colombo Head Office,Vehicle,WP CAZ 9034,Suzuki Wagon R,Petrol,45.69,liters,322.97,14756.5,Local Fuel Station,RCP-595655,FUEL CARD,Amal Fernando,138500.0,,Normal,Inter-branch transfer,Generator fuel top-up during inter-branch transfer.
FT-202607-01384,LankaTech Solutions (Pvt) Ltd,14-07-2026,19:09:31,Kandy Branch,Vehicle, SP CAB 7788,Toyota Hilux,Diesel,29.77,L  ,306.25,9117.06,Local Fuel Station,RCP-246046,cash,Ruwan Bandara,59545.0,,Heavy Rain,Emergency operations,consumption slightly higher due to heavy rain.
FT-202607-00091,LankaTech Solutions (Pvt) Ltd,09 Jul 2026,16:27:53,Colombo Head Office,Vehicle,CP CAE 9911,Mitsubishi Canter,diesel,50.73,l,316.53,16057.57,Ceypetco,RCP-144133,corporate credit,Pradeep Kumar,133342.0,,Rain,Inter-branch transfer,Additional fuel required due to increased activity.
FT-202607-00772,LankaTech Solutions (Pvt) Ltd,2026/07/05,17:41:04,Colombo  Head  Office,Generator,GEN-CMB-01,Diesel Generator,diesel,36.64,LTR,326.82,11974.68,Local Fuel Station,RCP-940833,FUEL CARD,Sahan Wijesinghe,,4.3,Rain,Emergency operations,Extra trip completed from Colombo Head Office.
FT-202607-01477,LankaTech Solutions (Pvt) Ltd,13-Jul-2026,10:38:48,Colombo Head Office,Vehicle,WP CBA 1198,Toyota Corolla,petrol,30.45,l,320.7,9765.31,Lanka IOC,RCP-820374,FUEL CARD,Amal Fernando,74971.0,,Heavy Rain,Month-end deliveries,Month-end fuel requirement.
FT-202607-00606,LankaTech Solutions (Pvt) Ltd,2026/07/29,14:54:40,Kandy Branch,Vehicle,WP QK 6723,Honda Fit,PETROL,34.52,LTR,298.24,10295.24,Ceypetco,RCP-932665,fuel_account,Lahiru Senanayake,169040.0,,Wet Roads,Warehouse operations,additional fuel required due to increased activity.
FT-202607-00342,lankatechSolutions(Pvt)Ltd,17-07-2026,15:37:51,Colombo  Head Office,Vehicle,SP CAB 7788,Toyota Hilux,DiesEl,52.35,L,289.51,15155.85,Company Fuel Depot,RCP-154874,Corporate Credit,Lahiru Senanayake,158275.0,,Normal,Warehouse operations,Refuelling completed at approved station.
FT-202607-00611,LankaTech Solutions (Pvt) Ltd,26-07-2026,17:47:16,Galle Branch,Vehicle,WP CAZ 9034,Suzuki Wagon R,petrol ,49.16,l,320.19,15740.54,Ceypetco,RCP-507321,FUEL CARD,Pradeep Kumar,44808.0,,Flooding,Emergency operations,generator use
FT-202607-01168,LankaTech Solutions (Pvt) Ltd,23-07-2026,09:31:45,Galle Branch,Generator,GEN-GAL-01,Diesel Generator,DIESEL,65.58,LTR,307.84,20188.15,Local Fuel Station,RCP-398660,Fuel Account,Dinesh Kumara,,10.0,Heavy Rain,Warehouse operations,Refuelling completed at approved station.
FT-202607-01182,LankaTech Solutions (Pvt) Ltd,17-Jul-2026,10:18:36,Kurunegala Warehouse,Vehicle,WP CBA 1198,Toyota Corolla,PetRol,26.96,Ltrs,305.48,8235.74,Company Fuel Depot,RCP-156289,fuel_account, Tharindu Silva,138853.0,,Very Hot,Emergency operations,Regular petrol refill for Toyota Corolla.
FT-202607-00233,LankaTech Solutions (Pvt) Ltd,2026-07-18,08:37:56,Kurunegala Warehouse,Vehicle,CP BDT 5521,Toyota TownAce,DIESEL,44.44,liters ,296.75,13187.57,Lanka IOC,RCP-521549,cash,Lahiru Senanayake,140056.0,,Flooding,Warehouse operations, EXTRA TRIP COMPLETED FROM KURUNEGALA WAREHOUSE. 
FT-202607-00473,LankaTech Solutions (Pvt) Ltd,14-07-2026,10:55:20,kurunegala warehouse,Vehicle,SP CAB 7788,Toyota Hilux, Diesel,48.35,litres,310.01,14988.98,Local Fuel Station,RCP-689361,Cash,Kasun  Fernando,53749.0,,Rain,Maintenance work,generator use
FT-202607-00365,LankaTech Solutions (Pvt) Ltd,2026-07-24,10:26:01,Colombo Head Office,Vehicle,WP KX 2345,Isuzu D-Max,Diesel,59.81,liters,285.91,17100.28,Ceypetco,RCP-221502,Fuel Account, Lahiru Senanayake,178184.0,,Normal,Warehouse operations,Additional trip resulted in higher consumption.
FT-202607-01056,LankaTech Solutions (Pvt) Ltd,10-Jul-2026,17:47:56,COLOMBO HEAD OFFICE,VEHICLE,WP CBA 1198,Toyota Corolla,PetRol,24.99,LTR,342.0,8546.58,Local Fuel Station,RCP-756318,FUEL CARD,Dinesh Kumara,175453.0,,Normal,Client site visits,Fuel issued as per request.
FT-202607-00425,LankaTech Solutions (Pvt) Ltd,21-Jul-2026,07:42:00,Kandy Branch,Vehicle,WP CAZ 9034,Suzuki Wagon R,PETROL,15.04,Ltrs,317.09,4769.03,Lanka IOC,RCP-702283,company fuel card,Amal Fernando,93344.0,,Flooding,Month-end deliveries, CONSUMPTION SLIGHTLY HIGHER DUE TO FLOODING. 
FT-202607-00666,LankaTech Solutions (Pvt) Ltd,09/07/2026,08:53:27,Colombo Head Office,Vehicle,CP BDT 5521,Toyota TownAce,diesel,68.84, l,315.57,21723.84,Local Fuel Station,RCP-406322,company fuel card,Sahan Wijesinghe,92856.0,,Heavy Rain,Client site visits,Fuel receipt entered manually by admin.
FT-202607-00984,LankaTech Solutions (Pvt) Ltd,2026/07/16,12:29:08,colomboHeadOffice,Vehicle,CP BDT 5521,Toyota TownAce,diesel ,73.9,LTR,330.87,24451.29,Local Fuel Station,RCP-660106,Fuel Account,Amal Fernando,116559.0,,Flooding,Increased deliveries,REFUELLING COMPLETED AT APPROVED STATION.
FT-202607-01077,LankaTech Solutions (Pvt) Ltd,2026-07-04,12:37:02,colomboHeadOffice,Generator,GEN-CMB-02,Diesel Generator,DIESEL,22.26,liters,302.24,6727.86,Company Fuel Depot,RCP-568133,Company Fuel Card,Chamath Jayasinghe,,4.9,Normal,Month-end deliveries, emergency fuel top-up. 
FT-202607-00841,LankaTech Solutions (Pvt) Ltd,08/07/2026,09:20:34,Colombo Head Office,Generator,GEN-CMB-02,Diesel Generator, Diesel,103.48,LTR,322.71,33394.03,Local Fuel Station,RCP-875823,corporate credit,Ruwan Bandara,,15.2,Heavy Rain,,Emergency fuel top-up.
FT-202607-00367,LankaTech Solutions (Pvt) Ltd,05-Jul-2026,12:41:40,Kandy Branch,Vehicle,WP RAB 3842,Isuzu Elf, Diesel,41.35, Litres,294.68,12185.02,Local Fuel Station,RCP-565276,corporateCredit,Kasun Fernando,171487.0,,Heavy Rain,Routine operations,REFUELLING COMPLETED AT APPROVED STATION.
FT-202607-01032,LankaTech Solutions (Pvt) Ltd,12-Jul-2026,20:40:38,Kurunegala Warehouse,Vehicle,WP RAB 3842,Isuzu Elf, Diesel,58.18,LTR,324.13,18857.88,Company Fuel Depot,RCP-161319,company fuel card,Pradeep Kumar,70602.0,,Very Hot,Increased deliveries,Refuelling completed at approved station.
FT-202607-01412,LankaTech Solutions (Pvt) Ltd,06-Jul-2026,08:56:29,Kurunegala Warehouse,Vehicle,WP RAB 3842,Isuzu Elf,diesel,47.23,litres,302.51,14287.55,Ceypetco,RCP-538890,corporate credit,Sahan Wijesinghe,60610.0,,Very Hot,Month-end deliveries, Additional trip resulted in higher consumption.  
FT-202607-01438,LankaTech Solutions (Pvt) Ltd,2026-07-03,08:48:56,Kandy,Vehicle,WP KX 2345,Isuzu D-Max, Diesel,0.0,ltr,300.36,28035.6,Local Fuel Station,RCP-629799,Cash,Amal Fernando,128535.0,,Flooding,Inter-branch transfer,Extra trip completed from Kandy Branch.
FT-202607-00592,LankaTech Solutions (Pvt) Ltd,17/07/2026,18:44:12,Galle Branch,Vehicle,SP CAB 7788,Toyota Hilux,Diesel,52.76,ltr,332.29,17531.62,Lanka IOC,RCP-276857,fuel_account,Kasun Fernando,141572.0,,Rain,Inter-branch transfer,Consumption slightly higher due to rain.
FT-202607-00398,LankaTech Solutions (Pvt) Ltd,2026/07/15,20:30:57,Colombo Head Office,Vehicle,WP CAB 4521,Toyota Hiace,diesel ,19.82,liters,316.15,6266.09,Ceypetco,RCP-993987,Company Fuel Card,Nimal Perera,102229.0,,Very Hot,Increased deliveries,Extra trip completed from Colombo Head Office.
FT-202607-00528,LankaTech Solutions (Pvt) Ltd,10-Jul-2026,09:09:59,Kandy Branch,Vehicle,WP QK 6723,Honda Fit,petrol,25.65,Ltrs,339.03,8696.12,Lanka IOC,RCP-791538,COMPANY FUEL CARD,Lahiru Senanayake,137398.0,,Wet Roads,Client site visits,Vehicle refuelled before scheduled client visit.
FT-202607-01074,LankaTech Solutions (Pvt) Ltd,28/07/2026,14:23:07,Kurunegala WH,Vehicle,WP RAB 3842,Isuzu Elf, Diesel,-44.77,Ltrs,292.79,13108.21,Company Fuel Depot,RCP-494010,cash,Pradeep Kumar,148567.0,,Rain,Increased deliveries,Regular diesel refill for Isuzu Elf.
FT-202607-00168,LankaTech Solutions (Pvt) Ltd,2026/07/18,20:50:28,Galle Branch,Vehicle,WP CAZ 9034,Suzuki Wagon R,PetRol,91.28,l,319.36,29151.18,Lanka IOC,RCP-855945,Fuel Account,Ruwan Bandara,127002.0,,,,emergency fuel top-up. Higher than normal usage reported.
FT-202607-00919,LankaTech Solutions (Pvt) Ltd,30-07-2026,06:59:58,Colombo Head Office,Vehicle,CP CAE 9911,Mitsubishi Canter,DiesEl,41.84,Ltrs,311.94,13051.57,,RCP-448201,corporate credit,Sahan Wijesinghe,95806.0,,Flooding,Inter-branch transfer,generator fuel top-up during inter-branch transfer.
FT-202607-00443,LankaTech Solutions (Pvt) Ltd,2026/07/28,19:26:11,Galle Branch,Vehicle,WP CBA 1198,Toyota Corolla,petrol,42.06,litres,318.79,13408.31,Ceypetco,RCP-143753,Cash,Lahiru Senanayake,148908.0,,Very Hot,Client site visits,trip extended
FT-202607-00417,LankaTech Solutions (Pvt) Ltd,15-07-2026,16:17:49,Kandy Branch,Vehicle,SP CAB 7788,Toyota Hilux,DIESEL,45.6,litres,330.93,15090.41,,RCP-406081,corporate credit,Ruwan Bandara,141589.0,,Wet Roads,Maintenance work, Routine fuel purchase. 
FT-202607-00929,LankaTech Solutions (Pvt) Ltd,04-07-2026,15:31:54,Kandy,Vehicle,WP CBA 1198,Toyota Corolla,petrol ,63.57,LTR,330.36,21000.99,Ceypetco,RCP-911018,corporate credit,Chamath Jayasinghe,104354.0,,Wet Roads,Month-end deliveries,Extra trip completed from Kandy Branch.
FT-202607-00467,LankaTech Solutions (Pvt) Ltd,13/07/2026,06:33:51,Kandy Branch,Vehicle,WP CBA 1198,Toyota Corolla,Petrol,29.93,l,312.98,9367.49,Company Fuel Depot,RCP-600749,Fuel Account,Pradeep Kumar,188092.0,,Rain,Warehouse operations,Regular petrol refill for Toyota Corolla.
FT-202607-00861,LankaTech Solutions (Pvt) Ltd,30-07-2026,17:33:33,Kurunegala Warehouse,Vehicle,WP CBA 1198,Toyota Corolla, Petrol,36.35,liters,336.99,12249.59,Company Fuel Depot,RCP-409486,Fuel Account,Dinesh Kumara,108260.0,,,Month-end deliveries,extra trip completed from kurunegala warehouse.
FT-202607-00993,LankaTech Solutions (Pvt) Ltd,20 Jul 2026,10:00:22,Galle Branch,Generator,GEN-GAL-01,Diesel Generator,diesel ,23.35,L,305.04,7122.68,Local Fuel Station,RCP-990307,company fuel card,Pradeep Kumar,,3.3,Flooding,Client site visits,Generator fuel top-up during client site visits.
FT-202607-00426,LankaTech Solutions (Pvt) Ltd,2026/07/18,15:11:52,Kandy branch,Generator,GEN-KDY-01,Diesel Generator,diesel ,39.44,Ltrs,325.73,12846.79,Lanka IOC,RCP-937879,company fuel card,Pradeep Kumar,,6.1,Very Hot,Maintenance work,ADDITIONAL TRIP RESULTED IN HIGHER CONSUMPTION. 
FT-202607-00557,LankaTech Solutions (Pvt) Ltd,18-Jul-2026,20:56:11,Colombo Head Office,Vehicle,WP  CAA  7812,Toyota Prius,PetRol,31.26,liters,300.78,9402.38,Lanka IOC,RCP-826733,Fuel Account,Nimal Perera,41721.0,,Very Hot,Month-end deliveries, Extra trip completed from Colombo Head Office. 
FT-202607-01196,LankaTech Solutions (Pvt) Ltd,2026/07/22,17:33:55,Kandy Branch,Vehicle,CP BDT 5521,Toyota TownAce,diesel,52.45,l,323.68,16977.02,CEYPETCO,RCP-948795,FUEL ACCOUNT,Amal Fernando,176224.0,,Wet Roads,Routine operations,Generator fuel top-up during routine operations.
FT-202607-00340,lankatech solutions (pvt) ltd,28 Jul 2026,18:05:10,Colombo  Head Office,Vehicle,WP KX 2345,Isuzu D-Max,diesel ,38.47,litres,286.51,11022.04,Local Fuel Station,RCP-630381,corporate credit,Sahan Wijesinghe,46050.0,,Wet Roads,Emergency operations,fuel purchased for operational requirement.
FT-202607-00930,LankaTech Solutions (Pvt) Ltd,11-07-2026,06:10:49,Galle Branch,Vehicle,CP CAE 9911,Mitsubishi Canter,Diesel,101.98,LTR,323.93,33034.38,Lanka IOC,RCP-428513,fuel_account,Nimal Perera,91983.0,,Heavy Rain,Month-end deliveries,Vehicle refuelled before scheduled client visit.
FT-202607-01181,LankaTech Solutions (Pvt) Ltd,2026-07-06,17:53:10,Colombo Head Office,Vehicle,CP CAE 9911,Mitsubishi Canter,DIESEL,79.47,l,291.3,23149.61,Local Fuel Station,RCP-710021,Company Fuel Card,Nimal Perera,143955.0,,Very Hot,Month-end deliveries,Refuelling completed at approved station.
FT-202607-00766,LankaTech Solutions (Pvt) Ltd,2026-07-26,20:49:22,colombo head office,Vehicle,WP CAZ 9034,Suzuki Wagon R,Petrol,41.84,Ltrs,300.5,12572.92,Lanka IOC,RCP-325916,Company Fuel Card,Dinesh Kumara,158089.0,,Heavy Rain,Routine operations,fuel receipt entered manually by admin.
FT-202607-01386,LankaTech Solutions (Pvt) Ltd,18-07-2026,19:11:39, Kandy Branch,Vehicle,WP CAA 7812,Toyota Prius,PETROL,38.14,Litres,314.5,11995.03,Lanka IOC,RCP-993198,cash,Amal Fernando,156081.0,,Heavy Rain,Client site visits,Additional trip resulted in higher consumption.
FT-202607-01310,LankaTech Solutions (Pvt) Ltd,2026-07-24,18:32:20,Colombo Head Office,Generator, GEN-CMB-01,Diesel Generator,diesel ,17.65,Ltrs,294.55,5198.81,Local Fuel Station,RCP-131313,corporate credit,Chamath Jayasinghe,,3.1,,Routine operations,Fuel receipt entered manually by admin.
FT-202607-00043,Lankatech Solutions (Pvt) Ltd,15 Jul 2026,15:37:19,Kandy Branch,Vehicle,CP CAE 9911,Mitsubishi Canter,DIESEL,40.68,Litres,319.36,12991.56,Company Fuel Depot,RCP-485146,corporate credit,Lahiru Senanayake,98231.0,,Very Hot,Increased deliveries,fuel receipt entered manually by admin.
FT-202607-00193,LankaTech Solutions (Pvt) Ltd,2026/07/25,20:56:39,Kandy Branch,Vehicle,WP CAB 4521,Toyota Hiace, Diesel,128.09,liters,311.69,39924.37,Lanka IOC,RCP-159963,Cash,Ruwan Bandara,130541.0,,Wet Roads,Increased deliveries,Fuel purchased for operational requirement.
FT-202607-00728,LankaTech Solutions (Pvt) Ltd,2026-07-21,08:45:50,Colombo Head Office,Vehicle,SP CAB 7788,Toyota Hilux,DiesEl,154.68,L,316.33,48929.92,Lanka IOC,RCP-230254,FUEL CARD,Sahan Wijesinghe,119039.0,,Heavy Rain,Month-end deliveries,month-end fuel requirement. Higher than normal usage reported.
FT-202607-00714,LankaTech Solutions (Pvt) Ltd,2026-07-06,06:14:17,Galle branch,Vehicle,WP CAA 7812,Toyota Prius,petrol ,38.53,litres,328.11,12642.08,lankaIoc,RCP-327860,Cash,Kasun Fernando,150055.0,,Heavy Rain,month-end deliveries,Routine fuel purchase.
FT-202607-00011,LankaTech Solutions (Pvt) Ltd,11-Jul-2026,17:00:37,kurunegalaWarehouse,Vehicle,WP CAB 4521,Toyota Hiace,Diesel,34.43,ltr,295.03,10157.88,Ceypetco,RCP-328873,corporate credit,Amal Fernando,105866.0,,Normal,Maintenance work,Fuel purchased for operational requirement.
FT-202607-00393,LankaTech Solutions (Pvt) Ltd,2026-07-09,10:51:23,Kurunegala Warehouse,Vehicle,WP QK 6723,Honda Fit,petrol,26.57,LTR,298.08,7919.99,Company Fuel Depot,RCP-624711,FUEL ACCOUNT,Tharindu Silva,33573.0,,Flooding,Warehouse operations,Month-end fuel requirement.
FT-202607-00386,LankaTech Solutions (Pvt) Ltd,26-Jul-2026,11:33:12,Kurunegala Warehouse,Generator,GEN-KUR-01,Diesel Generator,DiesEl,86.57,ltr,293.61,25417.82,Local Fuel Station,RCP-190047,fuel_account,Pradeep Kumar,,16.5,,Client site visits,Fuel issued as per request.
FT-202607-00345,LankaTech Solutions (Pvt) Ltd,28-Jul-2026,12:18:57,Galle Branch,Generator,GEN-GAL-01,Diesel Generator,diesel,167.32,LTR,317.19,53072.23,Lanka IOC,RCP-707851,Fuel Account,Chamath Jayasinghe,,17.8,Heavy Rain,Maintenance work,Vehicle refuelled before scheduled client visit.
FT-202607-00032,LankaTech Solutions (Pvt) Ltd,2026-07-21,13:58:00,Kandy Branch,Generator,GEN-KDY-01,Diesel Generator,Diesel,43.2,Ltrs,314.25,13575.6,Local Fuel Station,RCP-917442,corporate credit,Dinesh Kumara,,6.9,Wet Roads,Client site visits,Generator fuel top-up during client site visits.
FT-202607-01409,LankaTech Solutions (Pvt) Ltd,24-Jul-2026,20:35:16,Galle Branch,Generator,GEN-GAL-01,Diesel Generator,diesel,50.58,liters,317.97,16082.92,Lanka IOC,RCP-955870,Company Fuel Card,Sahan Wijesinghe,,8.2,Very Hot,Warehouse operations, Consumption slightly higher due to very hot. 
FT-202607-00237,LankaTech Solutions (Pvt) Ltd,19 Jul 2026,18:44:29,Kandy Branch,VEHICLE,WP RAB 3842,Isuzu Elf,DIESEL,43.04,liters,333.84,14368.47,,RCP-150700,corporate credit,Sahan Wijesinghe,63392.0,,Very Hot,Maintenance work,Fuel purchased for operational requirement.
FT-202607-01031,LankaTech Solutions (Pvt) Ltd,29-Jul-2026,11:53:32,kandyBranch,Vehicle,WP KX 2345,Isuzu D-Max,DiesEl,,l,333.01,32248.69,Lanka IOC,RCP-970349,corporate credit,Ruwan Bandara,147269.0,,Heavy Rain,Month-end deliveries,Fuel issued for month-end deliveries.
FT-202607-00691,LankaTech Solutions (Pvt) Ltd,06-07-2026,09:07:12,Colombo Head Office,Vehicle,WP QK 6723,Honda Fit,PetRol,45.04,Litres,314.21,14152.02,Ceypetco,RCP-676085,FUEL CARD,Chamath  Jayasinghe,180876.0,,Heavy Rain,Maintenance work,Emergency fuel top-up.
FT-202607-00116,LankaTech Solutions (Pvt) Ltd,01/07/2026,19:02:48,Kurunegala Warehouse,Vehicle,WP CBA 1198,Toyota Corolla,petrol ,44.15,Ltrs,324.76,14338.15,Company Fuel Depot,RCP-466648,company fuel card,Tharindu Silva,46210.0,,Very Hot,Routine operations,Refuelling completed at approved station.
FT-202607-01333,LankaTech Solutions (Pvt) Ltd,01-07-2026,20:01:52,Galle Branch,Vehicle,WP CBA 1198,Toyota Corolla,Petrol,52.64,litres,307.86,16205.75,Ceypetco,RCP-354410,fuel_account,Kasun Fernando,75210.0,,Heavy Rain,INCREASED DELIVERIES,Fuel receipt entered manually by admin.
FT-202607-01119,LankaTech Solutions (Pvt) Ltd,2026/07/21,07:19:59,Colombo Head Office,Vehicle,WP KX 2345,Isuzu D-Max, Diesel,86.58,liters,288.65,24991.32,Ceypetco,RCP-715531,cash,Kasun Fernando,129724.0,,Flooding,Inter-branch transfer,consumption slightly higher due to flooding.
FT-202607-00710,LankaTech Solutions (Pvt) Ltd,17 Jul 2026,10:36:03,Kandy Branch,Vehicle,WP RAB 3842,Isuzu Elf,diesel ,40.62,L ,309.72,12580.83,Lanka IOC,RCP-422331,Company Fuel Card,Chamath Jayasinghe,89673.0,,Wet Roads,Increased deliveries,Fuel issued as per request.
FT-202607-00748,LankaTech Solutions (Pvt) Ltd,17 Jul 2026,12:44:30,Kurunegala Warehouse,Generator,GEN-KUR-01,Diesel Generator, Diesel,141.82,LTR,297.97,42258.11,Lanka IOC,RCP-358526,cash,Pradeep Kumar,,15.8,Flooding,Routine operations, Routine fuel purchase. 
FT-202607-01127,LankaTech Solutions (Pvt) Ltd,01-07-2026,18:07:38,Colombo Head Office,Vehicle,WP KX 2345,Isuzu D-Max,DIESEL,61.73,liters,295.54,18243.68,Lanka IOC,RCP-537827,fuel_account,Lahiru Senanayake,122252.0,,Wet Roads,Increased deliveries,Additional trip resulted in higher consumption.
FT-202607-01297,LankaTech Solutions (Pvt) Ltd,23/07/2026,16:41:10,Colombo Head Office,Vehicle,WP CBA 1198,Toyota Corolla,petrol ,54.55,Ltrs,339.53,18521.36,Local Fuel Station,RCP-718839,Company Fuel Card,Chamath Jayasinghe,95705.0,,Normal,Increased deliveries,Consumption slightly higher due to normal.
FT-202607-01003,LankaTech Solutions (Pvt) Ltd,21-07-2026,10:54:51,Colombo Head Office,Vehicle,WP CAZ 9034,Suzuki Wagon R,PetRol,34.63,liters,327.62,11345.48,,RCP-209294,Cash,Kasun Fernando,171892.0,,Wet Roads,,refuelling completed at approved station.
FT-202607-00633,LankaTech Solutions (Pvt) Ltd,2026/07/14,15:33:03,Kurunegala Warehouse,Vehicle,WP CAB 4521,Toyota Hiace,diesel,34.13,ltr,301.05,10274.84,LANKA IOC,RCP-794219,Cash,Amal Fernando,29287.0,,,, Routine fuel purchase. 
FT-202607-00431,LankaTech Solutions (Pvt) Ltd,05-07-2026,15:58:23,Colombo Head Office,Generator,GEN-CMB-01,Diesel Generator, Diesel,50.57,Litres,287.0,14513.59,Company Fuel Depot,RCP-976815,corporate credit,Kasun Fernando,,6.1,Wet Roads,Emergency operations,Fuel issued as per request.
FT-202607-01136,LankaTech Solutions (Pvt) Ltd,01/07/2026,18:54:22,Galle Branch,Vehicle,WP CAB 4521,Toyota Hiace, Diesel,49.34,L ,285.25,14074.24,Company Fuel Depot,RCP-108948,Fuel Account,Chamath Jayasinghe,107574.0,,Normal,Routine operations,ADDITIONAL TRIP RESULTED IN HIGHER CONSUMPTION.
FT-202607-00789,LankaTech Solutions (Pvt) Ltd,2026-07-15,11:50:14,Colombo Head Office,Vehicle,WP CBA 1198,Toyota Corolla,PetRol,56.76,L,322.21,18288.64,Ceypetco,RCP-823433,Cash,Sahan Wijesinghe,181561.0,,Very Hot,Month-end deliveries,Refuelling completed at approved station.
FT-202607-00125,LankaTech Solutions (Pvt) Ltd,2026-07-31,16:14:28,COLOMBO HEAD OFFICE,Vehicle,WP CAB 4521,Toyota Hiace,Diesel,33.52,LTR,313.07,10494.11,Ceypetco,RCP-636078,company fuel card,Tharindu Silva,119055.0,,Flooding,Month-end deliveries,Additional trip resulted in higher consumption.
